"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcified","log1p_avg_controls"
"189","ATP10A",0,-0.747219913064121,0.273,0.529,0,2.00406467402021,1.48613129802156
"190","ATP10D",2.27478648428651e-172,-0.394841761926406,0.078,0.21,5.79365369682932e-168,0.83868404468988,0.565000590643271
"191","ATP11C",1.25554442034937e-92,0.883042003762814,0.225,0.146,3.1977460841878e-88,0.638079859617584,1.25015793484178
"192","ATP13A3",8.04011887013744e-293,1.23990641634229,0.398,0.245,2.0477378750353e-288,0.964782109943447,1.8242197465893
"193","ATP1A1",1.65520201991681e-206,1.13517426786769,0.265,0.133,4.21563402452613e-202,0.637762260011063,1.42460510322776
"194","ATP1B3",0,2.58903250991154,0.55,0.131,0,0.596336768109753,2.39091735273297
"195","ATP2A2",5.41891802326802e-09,0.527092614828985,0.273,0.284,0.000138014423134613,1.07921090531865,1.44456366518132
"196","ATP2B1",7.00992193054084e-54,0.731415630565679,0.179,0.123,1.78535701648945e-49,0.593137484888608,1.10011616703268
"197","ATP5F1E",2.49647333336808e-14,0.422489265604353,0.186,0.162,6.35826793275516e-10,0.854516821813331,1.14736406508383
"198","ATP6V0A1",0.0327863556512549,0.427124636285987,0.161,0.168,1,0.685845853285892,0.981906090675214
"199","ATP9B",3.68084290630812e-150,-0.290865701091513,0.139,0.295,9.37473879807615e-146,1.07545954705787,0.873846806424695
"200","ATR",1.61742454203498e-126,-0.33029386875697,0.063,0.163,4.11941856610889e-122,0.68787137891965,0.458929115034519
"201","ATRN",8.58965839415101e-171,-0.442132149731394,0.053,0.166,2.18770009640632e-166,0.704418653636802,0.39795600061558
"202","ATRNL1",7.76866010871889e-32,0.503301148403723,0.122,0.082,1.97860004308961e-27,0.472998439576438,0.821860211565062
"203","ATXN10",2.8028799579095e-207,-0.458042383438616,0.116,0.286,7.13865496479972e-203,1.06957301860805,0.752082231950614
"204","ATXN3",1.46432248693747e-151,-0.333447462445682,0.098,0.232,3.72948294198105e-147,0.901254351706121,0.670126183247029
"205","ATXN7L1",4.14628037896598e-156,-0.402065662430866,0.088,0.217,1.05601614971885e-151,0.891095819306425,0.612405138992503
"206","AUH",1.36145764174314e-123,-0.301289978448006,0.081,0.191,3.46749646775562e-119,0.789698279122053,0.58085998002985
"207","AVL9",2.3413985681853e-217,-0.497225942803863,0.079,0.23,5.96330801331114e-213,0.893188187827194,0.548537427471436
"208","AXL",2.11702878471881e-37,0.724123047491379,0.234,0.195,5.39186061180034e-33,0.845177199933518,1.34710104868064
"209","B2M",2.51238632933758e-190,0.587523877213586,0.643,0.586,6.39879674218989e-186,2.03998690607282,2.44722742507506
"210","B3GALNT2",1.03295757534655e-172,-0.44878691544125,0.091,0.229,2.63083964865013e-168,0.948282506196672,0.637207121086375
"211","B4GALT1",5.46122250432488e-32,0.611526345638995,0.247,0.213,1.3909187596265e-27,0.958415460712993,1.38229322303079
"212","B4GALT5",5.27189382488579e-27,0.669259969200684,0.187,0.155,1.34269863826016e-22,0.658075372716068,1.12197103342916
"213","BABAM2",4.89883835447881e-97,-0.259389915243721,0.195,0.34,1.24768514050221e-92,1.28468253156518,1.10488714314831
"214","BACE2",6.2747983962772e-43,0.687226809239427,0.241,0.198,1.59812840354784e-38,0.838213077408203,1.31456240263772
"215","BACH1",3.70851374406087e-30,0.576634858496168,0.221,0.185,9.44521365474864e-26,0.81452390329118,1.21421672967038
"216","BAG2",1.99980919749878e-111,-0.327524871067416,0.034,0.108,5.09331404510964e-107,0.514868508181594,0.287845567237955
"217","BANP",3.04117145427719e-57,1.1381720524663,0.137,0.083,7.74555957689858e-53,0.375262330706496,1.16418307986564
"218","BAZ1A",2.60185397974681e-158,1.08376238359986,0.217,0.109,6.62666190101715e-154,0.504398852334176,1.25560569292334
"219","BBS9",1.94861416509361e-101,-0.250046822701885,0.124,0.242,4.96292541707691e-97,0.976306636560851,0.802987386397066
"220","BCAM",4.56756711171587e-114,-0.334807870126483,0.049,0.134,1.16331366768291e-109,0.61578564213278,0.383714510925327
"221","BCAP29",3.33630856276957e-143,-0.335501132067544,0.083,0.203,8.49724427851781e-139,0.821897644779883,0.589345981012596
"222","BCKDHB",1.25880300981755e-112,-0.270012046830139,0.089,0.198,3.20604538570432e-108,0.819864758124147,0.632706669146617
"223","BCL6",8.60228120606996e-25,0.582384460888762,0.163,0.13,2.19091500037396e-20,0.604769447955614,1.00844759502259
"224","BCLAF1",0.00330989323653879,0.279629921892998,0.167,0.201,1,0.795677593432359,0.989502285392688
"225","BCR",4.33473465708068e-46,0.914114797463752,0.218,0.173,1.10401356981188e-41,0.705515438233958,1.33913153280408
